seller_id,total_revenue,avg_order_value,total_orders,total_product_sold
058fd0aa2bfdb2274e05e1ae971dabb6,7667.90,125.70,61,64
08633c14ef2db992c11f840f04fad4cd,7644.30,103.30,74,97
4e17c65a516f69d023a2ae78b84f28d6,7639.26,125.23,61,74
52f976b17ea7f2f087f56dcc419328f6,7630.00,1271.67,6,6
640e21a7d01df7614a3b4923e990d40c,7598.88,65.51,116,137
4aba391bc3b88717ce08eb11e44937b2,7595.87,261.93,29,30
6a51fc556dab5f766ced6fbc860bc613,7577.67,291.45,26,33
8a432f4e5b471f8da497d7dc517666e2,7555.00,79.53,95,106
062ce95fa2ad4dfaedfc79260130565f,7521.00,136.75,55,60
0bae85eb84b9fb3bd773911e89288d54,7482.21,54.61,137,146
c26a2be5b53b7db6b276280da212a779,7482.00,575.54,13,18
87e24fc7052259b1f7f607d61c10d8be,7473.49,934.19,8,8
bd0389da23d89b726abf911cccc54596,7472.16,85.89,87,90
a420f60ff1aa9acc80d0e42959f2b313,7443.30,111.09,67,69
8648b1e89e9b349e32d3741b30ec737e,7442.55,78.34,95,103
512d298ac2a96d1931b6bd30aa21f61d,7401.94,672.90,11,12
e0a366315b1b726b6c7832d664c0f530,7400.09,172.10,43,51
f25e239052084705e17a982bc600ab2a,7380.00,922.50,8,8
381c83fdca332ea6afd896da20bf6e4a,7355.80,159.91,46,46
b347677812ea483b0f528eaf8cbc09b7,7288.99,347.09,21,21
febab0275244b9a49a623f0bd613ca2f,7272.42,66.72,109,129
aced59e9b31ef866a94f9e7f29d8d418,7268.50,119.16,61,67
e333046ce6517bd8bb510291d44f0130,7268.00,106.88,68,74
0873d9f8f36123f8d910f4760e788cfb,7265.59,1210.93,6,6
cee48807215b30a12ca2ca10ffb5f250,7212.23,184.93,39,40
d624126b9206f595fb3fbb6ba03b28a8,7198.80,312.99,23,28
ade45994b717ccee333492330fbf037b,7196.00,719.60,10,10
dbb9b48c841a0e39e21f98e1a6b2ec3e,7186.85,66.54,108,118
d13e50eaa47b4cbe9eb81465865d8cfc,7155.05,106.79,67,69
a4b6b9b992b46e9ef863637af96e04bc,7147.00,1021.00,7,14
cc63f0dd2acba93ffed4fe9f8e0321fa,7096.71,129.03,55,63
7722b1df1b0e383e000397b2c11e3e19,7094.09,52.94,134,145
014c0679dd340a0e338872e7ec85666a,7058.00,504.14,14,15
f1fd5ab1181f827ffad998c1a5de7d74,7045.99,469.73,15,15
dd55f1bb788714a40e7954c3be6df745,7041.76,201.19,35,37
679769a98cfcc6da877c8486ff1c13f3,7029.00,334.71,21,21
ff4ea69c2a729e83e63c7579e4ef8170,7017.00,779.67,9,9
6fa9202c10491e472dffd59a3e82b2a3,7014.24,2338.08,3,3
b8630e1121437d41cb08e3c749c2c2e2,6988.00,582.33,12,12
d98eec89afa3380e14463da2aabaea72,6968.53,41.48,168,183
bacb1f0ed56ad24198f5810d2b3fe9a5,6940.45,165.25,42,42
1da366cade6d8276e7d8beea7af5d4bf,6917.59,160.87,43,49
30829ded4523ab9224b93bc49a62c95f,6911.71,383.98,18,31
d9bd94811c3338dceb4181f3dbc0c73e,6911.02,127.98,54,61
ad781527c93d00d89a11eecd9dcad7c1,6899.57,156.81,44,44
e3b4998c7a498169dc7bce44e6bb6277,6897.90,2299.30,3,3
1127b7f2594683f2510f1c2c834a486b,6851.33,60.10,114,132
b3b17aab11f273023a5f22ca52e1eb70,6850.00,978.57,7,13
58f1a6197ed863543e0136bdedb3fce2,6833.00,155.30,44,45
8e6cc767478edae941d9bd9eb778d77a,6830.58,64.44,106,114
5b67882648febfb6e1225e6ad7164f6b,6813.48,252.35,27,30
ececbfcff9804a2d6b40f589df8eef2b,6792.40,69.31,98,104
33dd941c27854f7625b968cc6195a552,6787.50,1357.50,5,5
40d54b51e962dbe09cabbcfd33298dee,6785.56,226.19,30,31
63b464dbf392c7b80d12d932fa7cafed,6781.00,183.27,37,39
a63bfbaa882c8f4542891b4e2246cc7f,6772.00,967.43,7,7
ff1fb4c404b2efe68b03350a8dc24122,6771.00,147.20,46,49
aac29b1b99776be73c3049939652091d,6755.91,68.94,98,138
54219883e72aad869adfb2a54b7bfa0f,6750.00,1350.00,5,5
3340ef1913fb70d28420f6ceb685c339,6731.15,210.35,32,42
455c5640e8c5bd1b2ee85c0158f85727,6729.50,841.19,8,8
80ceebb4ee9b31afb6c6a916a574a1e2,6729.00,6729.00,1,1
abe021b01ba992245271b9aa422032df,6720.00,3360.00,2,2
31ae0774c17fabd06ff707cc5bde005f,6719.85,610.90,11,11
e5e33c0d8e7e002f398f5dc4cbbb338f,6698.70,239.24,28,29
83e197e95a1bbabc8c75e883ed016c47,6693.69,142.42,47,55
fa1a9dec3a9940c072684a46728bf1fc,6674.00,121.35,55,60
33c51922b6e3c16b24a8f28e5833c99d,6657.87,369.88,18,20
b4ffb71f0cb1b1c3d63fad021ecf93e1,6656.09,46.22,144,165
751bdc4d83a466c7206cd42e8f426b03,6648.93,123.13,54,71
516e7738bd8f735ac19a010ee5450d8d,6643.09,87.41,76,84
5670f4db5b62c43d542e1b2d56b0cf7c,6630.09,301.37,22,22
5d0363b33554b373851fc1622e4d5f3c,6610.79,70.33,94,95
609e1a9a6c2539919b8205cf7c4e6ff0,6595.23,75.81,87,130
92eb0f42c21942b6552362b9b114707d,6548.63,19.20,341,365
11305281b50fff20ae8bb473f8e11876,6528.70,186.53,35,40
282f23a9769b2690c5dda22e316f9941,6505.08,65.71,99,110
ee27a8f15b1dded4d213a468ba4eb391,6499.00,6499.00,1,1
4c03b9dd4c11ee2cb35c96c49efc9420,6458.60,134.55,48,48
34056b8b55c1775a22af2331670a799c,6455.40,82.76,78,78
6f892e20a171e98efe17fdb971ff319b,6438.70,146.33,44,53
8a32e327fe2c1b3511609d81aaf9f042,6429.01,48.70,132,180
7dc8c42cc750eeafea6c85712ffee9bf,6409.68,156.33,41,50
376a891762bbdecbc02b4b6adec3fdda,6406.23,112.39,57,58
dbdd0ec73a4817971d962698f2fea022,6384.00,399.00,16,16
4b5f66b7adcf57f1ecc0d3c07dd6b177,6381.78,277.47,23,38
02f623a8eb246f3c5f7c2f96462654e6,6378.00,144.95,44,44
57e632711dec9ec14ca7546769483e7e,6350.06,102.42,62,65
670c26e0f1bf8d0576271d5cfaec6d2b,6341.60,81.30,78,87
f4c4daa86e30c7e5a553a8d518ac03a5,6301.91,315.10,20,20
dee656f0f566ed1aa85bd137c943f08f,6271.98,67.44,93,95
bd4889b5e9133b35b66e42a8665cea5c,6271.90,174.22,36,42
6b243f80ed07b10f0e8aa0f21a205f3c,6260.10,79.24,79,89
2fdde51ad3e12f297da656d4fbd5d0b5,6252.00,625.20,10,10
ea67327e24487bdfac5fbfa37ea124df,6250.18,195.32,32,34
2528744c5ef5d955adc318720a94d2e7,6245.00,1249.00,5,5
f12ff17ad8bbf01ec5c33b17e506649b,6241.00,215.21,29,29
eb3071b9f0b0ddaa2df5ea130f09f26b,6230.00,692.22,9,11
b19f3ca2ea475913750f25a5c37c8d8f,6202.91,258.45,24,24
cfa5ab0e4d3fc212fd0b3410e7081c62,6180.80,386.30,16,21
9baf5cb77970f539089d09a38bcec5c3,6129.67,191.55,32,33
dfc5fb7259bb2b599ca565e6e9448f0f,6124.63,185.59,33,34
ba143b05f0110f0dc71ad71b4466ce92,6110.58,71.89,85,86
2c9e548be18521d1c43cde1c582c6de8,6109.44,48.49,126,174
d6b664fa0667064c6d76394e7848d790,6080.00,1013.33,6,6
6a8b085f816a1f75f92dbac6eb545f8f,6018.97,47.39,127,135
bba74270a87732727b5a3b4fd9ac1c39,6001.59,166.71,36,41
37515688008a7a40ac93e3b2e4ab203f,5986.60,26.26,228,240
688756f717c462a206ad854c5027a64a,5966.54,71.89,83,101
f84a00e60c73a49e7e851c9bdca3a5bb,5949.94,66.11,90,99
91f848e9f4be368f4318775aac733370,5932.60,94.17,63,73
b14db04aa7881970e83ffa9426897925,5898.60,71.07,83,111
0691148aee60ca47977c187804f935ae,5868.51,124.86,47,53
f46490624488d3ff7ce78613913a7711,5802.85,69.91,83,91
02d35243ea2e497335cd0f076b45675d,5794.00,413.86,14,16
e8b4225284fbb02d16f200513f1f395d,5788.52,186.73,31,31
0bf0150d5b9d60d9cd2906003332f085,5774.60,148.07,39,62
05d2173d43ea568aa0540eba70d2ca76,5759.66,92.90,62,66
3ade81dab5a172b88e1871c28ae05260,5751.60,191.72,30,32
b4a476fbd28de64b1e347abf9089366a,5724.04,173.46,33,38
080102cd0a76b09e0dcf55fcacc60e05,5716.78,46.10,124,130
9616352088dcf83a7c06637f4ebf1c80,5703.00,61.99,92,98
94e93ce877be27a515118dbfd2c2be41,5674.57,189.15,30,35
e2aee0892199b1d92530e371abd825bf,5662.57,149.02,38,41
52ac6f920b7280e4c6d30dd94de6259b,5657.30,942.88,6,7
8c16d1f32a54d92897cc437244442e1b,5642.60,52.25,108,118
67bf6941ba2f1fa1d02c375766bc3e53,5610.00,350.63,16,22
d63c73efd41eb002280e7ec831424edb,5598.00,2799.00,2,2
45ba18c210d42734ec52c0c1c574e9ee,5589.13,147.08,38,41
817245bcc3badd82bbd222e0366951a6,5580.50,192.43,29,45
f181738b150df1f37cb0bd72e705b193,5529.70,153.60,36,37
04aa0a1c5ce6b222003403a3e11c3cc0,5518.00,501.64,11,17
916c9de0b5ad957346eeeb12f332687e,5480.25,238.27,23,28
cc3d14116804f7209f3884f6367f1152,5477.80,202.88,27,30
4917cee8d902e13428c3ec4b1ca6f315,5421.90,164.30,33,33
575df70bde3f9f2b30bf8d2e9910d725,5410.05,200.37,27,34
3f0e48d209018b466fcd3bb4ccfeb520,5399.00,599.89,9,10
c4af86330efa7a2620772227d2d670c9,5396.00,1349.00,4,4
23c38debaffe4a25a30fdbd9b586a13f,5382.18,131.27,41,46
3be634553519fb6536a03e1358e9fdc7,5370.95,64.71,83,99
b6d44737c043328708f6749c2dbe50bd,5369.60,86.61,62,80
83deb69e889cf80f82be1dc6d5f2d486,5363.01,134.08,40,42
2a261b5b644fa05f4f2700eb93544f2c,5355.00,105.00,51,82
e62b2d6ac10570a035a30bafcf01d263,5340.39,86.14,62,71
0cbcee27c791afa0cdcb08587a2013a8,5324.15,136.52,39,41
c35affa65afd250151285c5917fc1c8a,5279.91,586.66,9,9
e06f09ec0a4aca210779cf1cfc63cf19,5279.49,182.05,29,31
02ecc2a19303f05e59ce133fd923fff7,5264.19,250.68,21,24
e9c6969d40e6a3d2d0f90013165c2b98,5239.98,524.00,10,10
5bffbafbb22daf6d3bfc216a46db8708,5239.70,249.51,21,23
4d0041cdbe51b4617d95c70b19decc74,5235.20,654.40,8,8
099095b050cfe8eb1ddff5317587e96e,5193.83,305.52,17,20
b39d7fe263ef469605dbb32608aee0af,5193.10,118.03,44,49
f67efa3f0b6761102a7f8c6b7b571f5d,5188.68,167.38,31,32
f680f85bee2d253556ac91be391d2c82,5183.92,115.20,45,54
5b179e9e8cc7ab6fd113a46ca584da81,5173.50,152.16,34,36
822bad9bc42b51213ba522fe87b7ab5d,5160.00,286.67,18,18
709e16e2b25c7474d980076c6bfc4806,5151.90,85.87,60,80
d566c37fa119d5e66c4e9052e83ee4ea,5145.70,79.16,65,73
afe0067131b73e40875c9b6c10bd2e21,5130.40,111.53,46,46
835f0f7810c76831d6c7d24c7a646d4d,5130.00,116.59,44,50
fad44952713764836814be105382aee5,5129.00,160.28,32,32
f84fa566034f5e8e880a07ec624c56af,5093.79,55.98,91,102
f7496d659ca9fdaf323c0aae84176632,5087.57,195.68,26,27
9674754b5a0cb32b638cec001178f799,5069.92,58.95,86,97
e0878efa0e0b7e5313ac0b43bc04c081,5065.30,187.60,27,29
e067ad2c1c0b48758eb1b5228bcf7a68,5042.55,93.38,54,61
3df020b72d3d44b3af9d110fa3940b65,5039.90,91.63,55,101
3ab971ce71839580d2ae5b4e40fe8044,5002.90,138.97,36,38
1bb2bdb95f4841f1bba2c0d2cd83d3c9,5002.71,61.76,81,85
4bf2f4ee540798a61f9636d12cd9cc80,4995.56,172.26,29,30
45213867cefbf2cd4c6177e10216a951,4955.42,353.96,14,14
dbd66278cbfe1aa1000f90a217ca4695,4928.90,57.99,85,99
e9d99831abad74458942f21e16f33f92,4922.48,37.87,130,149
9df5750209b83567ec144eb299d7d634,4917.00,447.00,11,11
503c1de08ae81a2d86f17951b204db55,4906.99,223.05,22,22
822b63912576852aea9a8436d72317b7,4905.69,613.21,8,9
d66c305afaec317ebee552073a674429,4886.46,119.18,41,47
abcd2cb37d46c2c8fb1bf071c859fc5b,4880.22,108.45,45,52
f789d2c4f2c2eb38fc4373e7a4b35264,4864.24,110.55,44,49
0d85bbda9889ce1f7e63778d24f346eb,4845.20,95.00,51,58
45d33f715e24d15a6ccf5c17b3a23e3c,4838.23,82.00,59,61
1336efc61c316ddf92c899eb817f7cae,4837.31,65.37,74,85
9add47bf45ce8e8c7db6b9cf670b1e09,4829.24,112.31,43,45
4c498c7345e89aebad651544829beca0,4819.76,100.41,48,48
ce69a8021d18961dd2a40269b7c2c293,4818.00,253.58,19,19
8f580d36c1e9d6fbce95283403c7d447,4813.25,601.66,8,8
c12b92bf1c350f3e6bf88d3596219c86,4808.78,282.87,17,17
f6122bc84774df1b372bdb3bb88ddb9f,4799.87,1599.96,3,3
2a7dc43cecabf23403078e2188437d1d,4795.91,92.23,52,54
fcdd820084f17e9982427971e4e9d47f,4783.99,299.00,16,27
dfa0c4c6229ab200a4a1336b4d7128ff,4777.10,62.04,77,86
7e3f87d16fb353f408d467e74fbd8014,4754.99,51.68,92,94
b2479f944e1b90cf8a5de1bbfde284d6,4752.51,46.14,103,131
acce39e832338debb07b02385cde5967,4748.10,107.91,44,44
0176f73cc1195f367f7b32db1e5b3aa8,4733.10,124.56,38,39
30a2f535bb48308f991d0b9ad4a8c4bb,4731.30,66.64,71,87
0307f7565ff85b299b6e5ef162b1b1a9,4728.80,675.54,7,7
06579cb253ecd5a3a12a9e6eb6bf8f47,4727.20,76.25,62,72
ad420dd0c4f92f8af951ac24b86d0cf5,4705.29,112.03,42,46
582d4f8675b945722eda7c0cb61ba4c7,4702.96,79.71,59,71
c004e5ea15737026cecaee0447e00b75,4700.00,2350.00,2,2
c9a06ece156bb057372c68718ec8909b,4688.90,334.92,14,14
537eb890efff034a88679788b647c564,4679.70,29.25,160,173
968268a686aa05d1f529fb07dff08130,4677.29,389.77,12,12
8931a84a914b3fe9b1ddaa4d704947ca,4668.30,160.98,29,32
1a932caad4f9d804097d7f8e615baed1,4661.00,233.05,20,30
ef990a83bbea832f36ebe81376335aa8,4642.59,107.97,43,44
a3dd39f583bc80bd8c5901c95878921e,4607.81,135.52,34,37
31da954dc0855f2495c6310f70a2f931,4583.00,158.03,29,30
2addf05f476d0637864454e93ba673d5,4552.00,379.33,12,12
c68fb906c8f4b4b946d8386bfa6e5467,4541.16,100.91,45,48
834f8533b2ecb6598dd004ff3de7203a,4538.29,105.54,43,47
1fe5540d7c1c37a595fefbacd5570d9e,4537.60,226.88,20,25
37dd29b36c458d82f74a953c40c43645,4536.99,648.14,7,8
13fa2a6c6b9d0f43cb588d7c82117a12,4528.00,503.11,9,10
c840d3fdbba0790404fdae73d253b253,4522.28,502.48,9,14
180c3376aff0e43dd5788709df48a843,4513.00,902.60,5,10
6288c69c4ce638e59925e59193f98b16,4506.28,204.83,22,22
b561927807645834b59ef0d16ba55a24,4501.99,52.96,85,95
fc906263ca5083d09dce42fe02247800,4497.70,39.45,114,119
55d3daac7c404d59e51c2aa2f4dc5a23,4480.60,213.36,21,28
2ff97219cb8622eaf3cd89b7d9c09824,4476.90,50.30,89,96
e81e1f9c3e762e620f3fb60a51499e16,4465.99,262.71,17,18
4d600e08ecbe08258c79e536c5a42fee,4465.34,558.17,8,8
bbad7e518d7af88a0897397ffdca1979,4462.22,64.67,69,85
8bd0f31cf0a614c658f6763bd02dea69,4455.34,135.01,33,35
b90e891671cffd9557f33a97dc523645,4449.00,130.85,34,39
2e3be8a987a30d7544dbbda6861cc14e,4430.84,246.16,18,19
d379f449f2a3b271bc01c0782020f705,4423.06,157.97,28,29
0ef83d7d83ed97cd2a0049ac8be5f88a,4421.01,92.10,48,55
f021c962aaba8ef6eb527a9c2c8394d1,4398.50,879.70,5,5
beadbee30901a7f61d031b6b686095ad,4373.98,68.34,64,68
15aac934c58d886785ac1b17953ea898,4353.90,174.16,25,26
eed78ac17f7f795a19a709745f00cd4e,4349.50,197.70,22,56
a3f0b55de503387383c7b1de3ad7f678,4348.40,181.18,24,26
c500367424994318b9e779ff1ae9a330,4346.40,482.93,9,9
65febd49fd28ec955651299159b1f527,4319.70,123.42,35,40
23613d49c3ac2bd302259e55c06c050c,4293.00,61.33,70,80
9803a40e82e45418ab7fb84091af5231,4278.75,388.98,11,18
282c7480173bb9c01dd41cc739fec010,4274.20,854.84,5,8
cc5a78bbad32776dc4e3af205218368c,4269.18,129.37,33,38
1fdc574883ef3b33ad41562d93f3a74a,4251.00,236.17,18,18
43f8c9950d11ecd03a0304a49e010da6,4249.59,103.65,41,41
9b1585752613ec342d03bbab9997ec48,4248.98,1416.33,3,3
6ec1a01e866584bb679eb9b098345919,4248.91,137.06,31,32
3c03b12bab54d8b37d79d914bfdb1aa0,4236.34,114.50,37,43
98dac6635aee4995d501a3972e047414,4235.85,46.55,91,195
8b9d6eec4a7eb7d0f9d579ce0b38324d,4232.54,86.38,49,53
8a130737016f838139d31878787a39c9,4222.03,75.39,56,62
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,4198.90,116.64,36,43
8bb48dc19fccaa8613b6229bf7f452a2,4190.72,51.11,82,95
891071be6ba827b591264c90c2ae8a63,4177.28,45.41,92,98
cac4c8e7b1ca6252d8f20b2fc1a2e4af,4168.18,55.58,75,83
5c030029b5916fed0986310385ec9009,4164.40,594.91,7,10
bccf933e006e9b94a6184af782963e77,4162.74,92.51,45,46
f76a3b1349b6df1ee875d1f3fa4340f0,4160.79,173.37,24,24
cd6efc47efaabf134f8bdb654e10b4f1,4158.55,134.15,31,32
6fc26fe110feebd80a433e1f012a84f9,4150.87,118.60,35,72
d20b021d3efdf267a402c402a48ea64b,4140.17,46.00,90,106
681fce914360217db47784ae28905a96,4127.33,179.45,23,24
42b729f859728f5079499127a9c2ef37,4118.86,39.60,104,132
e883aa812c37a7413226856f4579fe91,4097.10,157.58,26,29
2a167ca73899c85001a837d8fb4962f6,4097.00,2048.50,2,3
382229d1e840115ffe3dbf5ff460e417,4096.96,89.06,46,49
951e8cef368f09bb3f3d03c00ca4702c,4092.29,63.94,64,71
99002261c568a84cce14d43fcffb43ea,4088.00,113.56,36,36
b17b679f4f5ce2e03ce6968c62648246,4084.75,74.27,55,57
2199e7fe213c16213bf5d6a7eadc9a5d,4078.29,163.13,25,31
ec8879960bd2221d5c32f8e12f7da711,4062.40,112.84,36,36
d5ba419e26d246a0719437cf37d9b46d,4061.40,119.45,34,35
f35b3c613c4f7b2275f4185d0a3c59ec,4047.25,449.69,9,9
a0415d9b25ede3c4b1e477e9916ffc03,4044.10,404.41,10,10
715bbd5ba4e6b74cb0d2f29eb45058b0,4043.30,65.21,62,64
3c7c4a49ec3c6550809089c6a2ca9370,4033.64,28.61,141,160
e70053bf73d1b5863932e53a9fa47496,4025.00,575.00,7,7
55a5b51f93f2b70ea513f5a047b0262a,4002.30,102.62,39,41
cb41bfbcbda0aea354a834ab222f9a59,4002.00,333.50,12,12
6b333a05bf188ef3e1f1662a86bd9855,3990.91,332.58,12,13
1b938a7ec6ac5061a66a3766e0e75f90,3987.60,132.92,30,33
bede56095ba33c42038fb85f707b8a42,3973.90,1986.95,2,2
50c9975695009e5e6473912e83a6d1da,3964.40,79.29,50,68
bf3c6d2a28b2b5501e6c15448982dcc9,3956.50,113.04,35,43
3f995f07c49d0d55a99d5c54957f7d81,3955.70,91.99,43,43
81f89e42267213cb94da7ddc301651da,3955.00,85.98,46,52
d12c926d74ceff0a90a21184466ce161,3944.18,50.57,78,99
11bfa66332777660bd0640ee84d47006,3925.87,51.66,76,102
fde0cc9ea29c8ccfc0a2c22256a58c71,3922.00,112.06,35,35
232a6014e7b10cba61c6c2b2ea6bb4b0,3919.87,118.78,33,36
7f152321c60a266edc53af1925ef96c1,3919.80,195.99,20,20
d673a59aac7a70d8b01e6902bf090a11,3908.94,49.48,79,84
79ed755314cfe6df0daef2c6cd3022cd,3907.50,169.89,23,25
3361277dc30b7cccdb0c286b24219756,3905.05,134.66,29,42
f00e21b1e91a79653163b7fd8f293ff1,3900.09,125.81,31,31
271c58a1d139c45eaf3316107c6d3a3b,3897.52,134.40,29,29
6a0cbc8af2e8abd1bdfb777943d174c6,3894.05,111.26,35,35
14d7985702e72162bbf13b6beb74ab2b,3887.00,105.05,37,38
02f5837340d7eb4f653d676c7256523a,3883.05,129.44,30,30
8090490573c6c0aa343a7231ebcb8c86,3871.12,148.89,26,26
42fa4ee7240e9b8eb4576358ec142ba7,3845.70,174.80,22,22
7d76b645482be4a332374e8223836592,3843.93,21.84,176,187
8ed8ea9a57c862f2c18c2fe41f601d56,3831.90,201.68,19,19
13d058e4eeac2ce8217660b2f8a05812,3829.77,166.51,23,23
3f3486b61f45078d4f31ee5e43d8c5bb,3829.73,95.74,40,40
6860153b69cc696d5dcfe1cdaaafcf62,3827.63,51.72,74,84
f0b47fbbc6dee9aafe415a6e33051b3f,3795.91,55.82,68,86
2e13c71026e1a39ba5cc1b86dcb679aa,3793.00,158.04,24,28
38874e327ce94d11390b96eb42d61928,3779.94,629.99,6,6
5d9dc90a686a8fddacffab6bab5653a3,3761.94,313.50,12,12
edf96ef93ed595084bbcbd9224bd2894,3757.00,150.28,25,28
2d2c62bef4c8ba0dd74e0e228e808539,3749.00,234.31,16,16
1d0997ff06b524ce9289ffd75114ecd3,3747.00,1249.00,3,3
3c4e0452bff7a2a788179488d3d77032,3746.40,117.08,32,36
eb4df17aed01d918c65f0f8d650900c0,3739.87,339.99,11,11
602044f2c16190c2c6e45eb35c2e21cb,3739.16,74.78,50,57
0509040ea3fe50071181bbc359eb7738,3737.95,42.00,89,98
77e4abfd739aed9c46480f90f81c0eb4,3736.99,207.61,18,18
8f119a0aee85c0c8fc534629734e94fd,3733.68,48.49,77,83
66dc1b1632bd6a3e508510c5b3492107,3721.39,100.58,37,42
23a0ffca143a15b9b5bbdb7d552f626a,3718.51,161.67,23,24
822166ed1e47908f7cfb49946d03c726,3714.83,53.84,69,108
ec80e49e69745ab6c14f984bf2149423,3709.00,309.08,12,12
99a54764c341d5dc80b4a8fac4eba3fb,3708.76,82.42,45,67
a44fb5a447105f8469bdf16bf9159f25,3706.10,195.06,19,19
f3da5b2ff499efb8d4a6d371d175d7dd,3702.29,46.86,79,84
520b493b57809f446cb0a233bb3e25c7,3698.90,58.71,63,73
c0563dd588b775f2e37747ef6ad6c92c,3697.20,132.04,28,28
4559697a8f7e637227c2eeaed843baff,3696.00,88.00,42,42
38e679b9e0064cd94c6f035707344dae,3694.51,131.95,28,30
5f5b43b2bffa8656e4bc6efeb13cc649,3677.20,136.19,27,29
b1fecf4da1fa2689bccffa0121953643,3669.64,193.14,19,20
2745f798279e0ed033addcc1474776d7,3668.53,114.64,32,32
c731d18cea9bf687ffee82a241c25b11,3662.00,152.58,24,26
df560393f3a51e74553ab94004ba5c87,3661.18,130.76,28,29
33ac3e28642ab8bda860a2f693000e78,3661.03,107.68,34,35
8b2492b7ff4468839593fafeed55bad9,3660.08,126.21,29,45
56642bcb79900e777d68e91915cb4267,3657.64,76.20,48,56
7f2617c58d5d06806987308b45654351,3656.80,166.22,22,23
5d3bb11474a06bdc23fb9e89f1164ee0,3654.60,117.89,31,32
e49c26c3edfa46d227d5121a6b6e4d37,3654.25,104.41,35,36
f97e2b0650c2068227e1d366140eb62f,3654.00,228.38,16,21
6bb0724edf0b62fb91ac404873a97241,3653.00,214.88,17,18
406822777a0b9eb5c50e442dd4cd3ec5,3648.08,81.07,45,47
ed4311e67debd72b8610a5347a743087,3636.00,145.44,25,26
1eade46fba20122dc4aefb379f8c636b,3635.37,62.68,58,75
96804ea39d96eb908e7c3afdb671bb9e,3610.70,95.02,38,40
21e83881401b92b49fb09a16d3852291,3588.05,256.29,14,15
3364a91ec4d56c98e44174de954b94f6,3579.94,596.66,6,6
3c010235b7345c92f125d14ee232a76b,3578.00,238.53,15,15
3d8fa2f5b647373c8620330c4e077a9f,3571.73,83.06,43,48
f2336e113377dd21c744d9c4fc8293a9,3563.00,890.75,4,4
218f991754f360af9c2daa5e0b8e990c,3554.32,253.88,14,17
585175ec331ea177fa47199e39a6170a,3549.00,3549.00,1,1
71039d19d4303bf9054d69e9a9236699,3537.20,101.06,35,38
276677b5d08786d5dce7c2149dcce48b,3522.00,106.73,33,47
6750d71153f00fc58829af2a8ef1bcf1,3514.00,585.67,6,6
e7d5b006eb624f13074497221eb37807,3478.93,124.25,28,63
244b04680fdbded0acf5aebd9c92b44a,3477.70,1159.23,3,3
8ff38bc3969e67c36c48343a07090f66,3472.00,1736.00,2,8
ed46f1eb4a638113deb2a1137b5f22e9,3470.00,867.50,4,4
bce6a5ecf98e99fd2a8868b15c51f04b,3464.90,247.49,14,15
f0837c8d71434931d9e38e7b79234797,3446.90,156.68,22,23
994f04b3718c2bab35c2adfa8afecd2a,3445.70,70.32,49,57
1b8356dabde1d35e17cef975c3f82730,3426.39,61.19,56,61
c394e193cda3b4225ff2094d32184849,3419.88,1139.96,3,12
4677a5437afda5fa7140b927b07be1cc,3415.70,310.52,11,11
f4db9b37944bcb8873e6b456ee190bbf,3409.78,162.37,21,22
827f8f69dfa529c561901c4f2e0f332f,3408.39,37.45,91,104
070d165398b553f3b4b851c216b8a358,3393.16,106.04,32,39
cfd7ddab722b902f7ac5b5f3ba6d723d,3385.03,282.09,12,13
960945e1a9535cbc0cd6ddd35fbe7ae8,3381.73,120.78,28,29
2d50d6282f8aa2257819a77bfaa0efe0,3353.48,76.22,44,45
db4350fd57ae30082dec7acbaacc17f9,3331.31,24.32,137,146
6481e96574816ead57975da2c0f6d80d,3324.90,103.90,32,43
6b90f847357d8981edd79a1eb1bf0acb,3322.08,73.82,45,47
8c3b533c63cca56240f94f1e3a6b18ef,3312.16,662.43,5,8
a2b5b6105ea5942300631d2e76f4ffe0,3286.69,205.42,16,16
54c04bdb5ec46762f8f08c7e8f86ed4a,3281.66,182.31,18,19
5b51032eddd242adc84c38acab88f23d,3280.00,273.33,12,14
643214e62b870443ccbe55ab29a4dccf,3270.13,49.55,66,68
52562a9f449c3dc3d53f5f5b9ed74903,3266.60,233.33,14,14
aeb36d67f1414f234d42a29e27cf1f17,3263.80,815.95,4,4
594f9aaa48e5bf431f011ddc5669b0d5,3248.80,87.81,37,38
a938325a4b357fd23a6a4d5bb126408e,3231.00,134.63,24,25
c64a2aec32cc408a8a4c6d7c46017f91,3221.50,357.94,9,9
afa6714acee029b2dfdf357e5579cc03,3220.76,201.30,16,17
95f83f51203c626648c875dd41874c7f,3217.46,61.87,52,67
4c18691b6037662be2df78a765d98ab5,3195.52,50.72,63,67
bb7a14e229b1c95156719c3d9552eeee,3190.10,290.01,11,11
d57e18d5f73c7ccb7f7339b61166898d,3187.70,52.26,61,63
e48b04bf1aa1ef711caebeb7aede6180,3187.10,127.48,25,25
e89c4adbe7b1d0819dbb636e16461cf1,3181.30,132.55,24,25
5c6d4016c2a288f074fa0848a2b653d2,3159.00,98.72,32,35
870d0118f7a9d85960f29ad89d5d989a,3157.20,70.16,45,61
c8b3445d737de6befde0c88ede534a5e,3149.04,104.97,30,36
5bc24d989e71e93c33e50a7782431b0e,3148.00,185.18,17,17
f326006815956455b2859abd58fe7e39,3147.16,349.68,9,30
